	genome	module	module_name	steps	steps_present	step_coverage	ko_count	kos_present	genes_present
20	MAG56	M00021	Cysteine biosynthesis, serine => cysteine	2	2	1.0	2	K00640,K01738	MAG56_MAG56_16_6,MAG56_MAG56_44_16,MAG56_MAG56_44_24,MAG56_MAG56_52_16
21	MAG56	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	4	4	1.0	7	K00800,K00891,K01626,K01735,K01736,K03785,K03856	MAG56_MAG56_116_7,MAG56_MAG56_122_22,MAG56_MAG56_125_6,MAG56_MAG56_133_5,MAG56_MAG56_150_31,MAG56_MAG56_51_1,MAG56_MAG56_55_8,MAG56_MAG56_69_8,MAG56_MAG56_71_15
22	MAG56	M00023	Tryptophan biosynthesis, chorismate => tryptophan	3	1	0.3333333333333333	2	K01695,K01696	MAG56_MAG56_93_12,MAG56_MAG56_93_13
23	MAG56	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine	2	1	0.5	2	K06209,K14170	MAG56_MAG56_163_6,MAG56_MAG56_44_50
24	MAG56	M00025	Tyrosine biosynthesis, chorismate => tyrosine	2	1	0.5	3	K04517,K06209,K14170	MAG56_MAG56_163_6,MAG56_MAG56_44_50,MAG56_MAG56_51_2
25	MAG56	M00026	Histidine biosynthesis, PRPP => histidine	6	1	0.16666666666666666	1	K04486	MAG56_MAG56_89_2
26	MAG56	M00027	GABA (gamma-Aminobutyrate) shunt	3	0	0.0	0		
27	MAG56	M00028	Ornithine biosynthesis, glutamate => ornithine	4	2	0.5	3	K00145,K00821,K00930	MAG56_MAG56_157_1,MAG56_MAG56_81_1,MAG56_MAG56_81_2
28	MAG56	M00029	Urea cycle	5	3	0.6	3	K00611,K01755,K01940	MAG56_MAG56_43_16,MAG56_MAG56_81_3,MAG56_MAG56_9_12
29	MAG56	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	8	1	0.125	1	K00290	MAG56_MAG56_129_8
30	MAG56	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	5	0	0.0	0		
31	MAG56	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	6	1	0.16666666666666666	1	K00290	MAG56_MAG56_129_8
32	MAG56	M00033	Ectoine biosynthesis, aspartate => ectoine	5	1	0.2	1	K00133	MAG56_MAG56_164_3
33	MAG56	M00034	Methionine salvage pathway	8	3	0.375	3	K00789,K00797,K01243	MAG56_MAG56_129_9,MAG56_MAG56_50_3,MAG56_MAG56_8_24
34	MAG56	M00035	Methionine degradation	4	1	0.25	1	K00789	MAG56_MAG56_50_3
35	MAG56	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	6	2	0.3333333333333333	2	K00249,K00826	MAG56_MAG56_28_13,MAG56_MAG56_52_27
36	MAG56	M00037	Melatonin biosynthesis, tryptophan => serotonin => melatonin	4	0	0.0	0		
37	MAG56	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	7	0	0.0	0		
38	MAG56	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	10	1	0.1	1	K00588	MAG56_MAG56_65_31
39	MAG56	M00040	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	2	0	0.0	0		
40	MAG56	M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	4	0	0.0	0		
41	MAG56	M00043	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	1	0	0.0	0		
42	MAG56	M00044	Tyrosine degradation, tyrosine => homogentisate	5	0	0.0	0		
43	MAG56	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	4	0	0.0	0		
44	MAG56	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	3	0	0.0	0		
45	MAG56	M00047	Creatine pathway	3	0	0.0	0		
46	MAG56	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	8	7	0.875	8	K00764,K01588,K01756,K01923,K01933,K01945,K01952,K11175	MAG56_MAG56_143_1,MAG56_MAG56_143_3,MAG56_MAG56_143_4,MAG56_MAG56_143_5,MAG56_MAG56_21_10,MAG56_MAG56_21_9,MAG56_MAG56_41_10,MAG56_MAG56_73_37
47	MAG56	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	4	4	1.0	4	K00873,K00939,K01756,K01939	MAG56_MAG56_107_9,MAG56_MAG56_170_13,MAG56_MAG56_21_10,MAG56_MAG56_21_12,MAG56_MAG56_70_10
48	MAG56	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	4	2	0.5	2	K00088,K00873	MAG56_MAG56_107_9,MAG56_MAG56_170_13,MAG56_MAG56_47_9
49	MAG56	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	3	1.0	7	K00609,K00610,K00762,K01465,K01591,K01956,K17828	MAG56_MAG56_22_7,MAG56_MAG56_22_8,MAG56_MAG56_26_5,MAG56_MAG56_26_6,MAG56_MAG56_26_8,MAG56_MAG56_53_2,MAG56_MAG56_55_18
50	MAG56	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	3	2	0.6666666666666666	2	K00945,K01937	MAG56_MAG56_104_1,MAG56_MAG56_66_12
51	MAG56	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	8	2	0.25	2	K01520,K21636	MAG56_MAG56_168_55,MAG56_MAG56_36_2,MAG56_MAG56_44_57
52	MAG56	M00055	N-glycan precursor biosynthesis	13	0	0.0	0		
53	MAG56	M00056	O-glycan biosynthesis, mucin type core	4	0	0.0	0		
54	MAG56	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	4	0	0.0	0		
55	MAG56	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	2	0	0.0	0		
56	MAG56	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	5	0	0.0	0		
57	MAG56	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	9	0	0.0	0		
58	MAG56	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	5	3	0.6	4	K00874,K01625,K01686,K08323	MAG56_MAG56_150_37,MAG56_MAG56_150_39,MAG56_MAG56_6_3,MAG56_MAG56_75_18
59	MAG56	M00063	CMP-KDO biosynthesis	4	0	0.0	0		
60	MAG56	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	5	2	0.4	2	K03271,K03273	MAG56_MAG56_115_28,MAG56_MAG56_30_52,MAG56_MAG56_44_14,MAG56_MAG56_44_15
61	MAG56	M00065	GPI-anchor biosynthesis, core oligosaccharide	8	0	0.0	0		
62	MAG56	M00066	Lactosylceramide biosynthesis	2	0	0.0	0		
63	MAG56	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	2	0	0.0	0		
64	MAG56	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	2	0	0.0	0		
65	MAG56	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	2	0	0.0	0		
66	MAG56	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	2	0	0.0	0		
67	MAG56	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	2	0	0.0	0		
68	MAG56	M00072	N-glycosylation by oligosaccharyltransferase	1	0	0.0	0		
69	MAG56	M00073	N-glycan precursor trimming	3	0	0.0	0		
70	MAG56	M00074	N-glycan biosynthesis, high-mannose type	6	0	0.0	0		
71	MAG56	M00075	N-glycan biosynthesis, complex type	3	0	0.0	0		
72	MAG56	M00076	Dermatan sulfate degradation	6	0	0.0	0		
73	MAG56	M00077	Chondroitin sulfate degradation	4	0	0.0	0		
74	MAG56	M00078	Heparan sulfate degradation	9	0	0.0	0		
75	MAG56	M00079	Keratan sulfate degradation	5	1	0.2	1	K12373	MAG56_MAG56_127_5
76	MAG56	M00081	Pectin degradation	3	0	0.0	0		
77	MAG56	M00082	Fatty acid biosynthesis, initiation	2	2	1.0	4	K00645,K00648,K01961,K02160	MAG56_MAG56_20_1,MAG56_MAG56_20_4,MAG56_MAG56_59_4,MAG56_MAG56_59_6
78	MAG56	M00083	Fatty acid biosynthesis, elongation	1	1	1.0	3	K00059,K02371,K02372	MAG56_MAG56_120_3,MAG56_MAG56_20_2,MAG56_MAG56_59_5
79	MAG56	M00085	Fatty acid elongation in mitochondria	3	0	0.0	0		
80	MAG56	M00086	beta-Oxidation, acyl-CoA synthesis	1	0	0.0	0		
81	MAG56	M00087	beta-Oxidation	3	1	0.3333333333333333	1	K00249	MAG56_MAG56_28_13
82	MAG56	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	1	0	0.0	0		
83	MAG56	M00089	Triacylglycerol biosynthesis	4	2	0.5	3	K00655,K03621,K08591	MAG56_MAG56_18_1,MAG56_MAG56_44_49,MAG56_MAG56_51_10,MAG56_MAG56_66_21
84	MAG56	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	3	0	0.0	0		
85	MAG56	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	1	0	0.0	0		
86	MAG56	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	3	0	0.0	0		
87	MAG56	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	3	1	0.3333333333333333	1	K00981	MAG56_MAG56_88_4
88	MAG56	M00094	Ceramide biosynthesis	4	0	0.0	0		
89	MAG56	M00095	C5 isoprenoid biosynthesis, mevalonate pathway	7	1	0.14285714285714285	1	K00626	MAG56_MAG56_43_2
90	MAG56	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	8	6	0.75	6	K00099,K00919,K00991,K01662,K01770,K03527	MAG56_MAG56_106_3,MAG56_MAG56_138_2,MAG56_MAG56_14_5,MAG56_MAG56_39_1,MAG56_MAG56_47_17,MAG56_MAG56_88_2
91	MAG56	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	6	0	0.0	0		
92	MAG56	M00098	Acylglycerol degradation	2	1	0.5	1	K01054	MAG56_MAG56_81_4
93	MAG56	M00099	Sphingosine biosynthesis	5	0	0.0	0		
94	MAG56	M00100	Sphingosine degradation	2	0	0.0	0		
95	MAG56	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	10	0	0.0	0		
96	MAG56	M00102	Ergocalciferol biosynthesis	5	0	0.0	0		
97	MAG56	M00103	Cholecalciferol biosynthesis	2	0	0.0	0		
98	MAG56	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	12	0	0.0	0		
99	MAG56	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	2	0	0.0	0		
100	MAG56	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	2	0	0.0	0		
101	MAG56	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	3	0	0.0	0		
102	MAG56	M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	4	0	0.0	0		
103	MAG56	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	3	0	0.0	0		
104	MAG56	M00112	Tocopherol/tocotorienol biosynthesis	4	0	0.0	0		
105	MAG56	M00113	Jasmonic acid biosynthesis	8	0	0.0	0		
106	MAG56	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	7	1	0.14285714285714285	1	K01810	MAG56_MAG56_8_26
107	MAG56	M00115	NAD biosynthesis, aspartate => NAD	5	1	0.2	1	K01950	MAG56_MAG56_47_4
108	MAG56	M00116	Menaquinone biosynthesis, chorismate => menaquinol	6	0	0.0	0		
109	MAG56	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	9	0	0.0	0		
110	MAG56	M00118	Glutathione biosynthesis, glutamate => glutathione	2	0	0.0	0		
111	MAG56	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	0	0.0	0		
112	MAG56	M00120	Coenzyme A biosynthesis, pantothenate => CoA	3	3	1.0	3	K00954,K03525,K13038	MAG56_MAG56_154_3,MAG56_MAG56_99_1,MAG56_MAG56_99_3
113	MAG56	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	10	3	0.3	3	K01885,K02495,K13542	MAG56_MAG56_122_9,MAG56_MAG56_131_5,MAG56_MAG56_33_7,MAG56_MAG56_87_1
114	MAG56	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	1	0	0.0	0		
115	MAG56	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	3	2	0.6666666666666666	2	K00833,K01012	MAG56_MAG56_23_9,MAG56_MAG56_86_16,MAG56_MAG56_93_22
116	MAG56	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	6	1	0.16666666666666666	1	K00831	MAG56_MAG56_99_14
117	MAG56	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	3	3	1.0	3	K00793,K00794,K11753	MAG56_MAG56_130_5,MAG56_MAG56_31_10,MAG56_MAG56_31_12
118	MAG56	M00126	Tetrahydrofolate biosynthesis, GTP => THF	5	3	0.6	3	K00287,K11754,K22391	MAG56_MAG56_146_4,MAG56_MAG56_44_72,MAG56_MAG56_84_8
119	MAG56	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	2	0	0.0	0		
120	MAG56	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	6	0	0.0	0		
121	MAG56	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	7	1	0.14285714285714285	1	K01053	MAG56_MAG56_150_66
122	MAG56	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	4	0	0.0	0		
123	MAG56	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	4	0	0.0	0		
124	MAG56	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	3	0	0.0	0		
125	MAG56	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	1	1	1.0	1	K00797	MAG56_MAG56_129_9
126	MAG56	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	2	0	0.0	0		
127	MAG56	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	3	0	0.0	0		
128	MAG56	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	4	0	0.0	0		
129	MAG56	M00137	Flavanone biosynthesis, phenylalanine => naringenin	5	0	0.0	0		
130	MAG56	M00138	Flavonoid biosynthesis, naringenin => pelargonidin	3	0	0.0	0		
131	MAG56	M00140	C1-unit interconversion, prokaryotes	3	2	0.6666666666666666	2	K01500,K01938	MAG56_MAG56_43_17,MAG56_MAG56_76_2
132	MAG56	M00141	C1-unit interconversion, eukaryotes	2	0	0.0	0		
133	MAG56	M00142	NADH:ubiquinone oxidoreductase, mitochondria	1	0	0.0	0		
134	MAG56	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	1	0	0.0	0		
135	MAG56	M00144	NADH:quinone oxidoreductase, prokaryotes	1	0	0.0	0		
136	MAG56	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	1	0	0.0	0		
137	MAG56	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	1	0	0.0	0		
138	MAG56	M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	1	0	0.0	0		
139	MAG56	M00148	Succinate dehydrogenase (ubiquinone)	1	0	0.0	0		
140	MAG56	M00149	Succinate dehydrogenase, prokaryotes	1	0	0.0	0		
141	MAG56	M00150	Fumarate reductase, prokaryotes	1	0	0.0	0		
142	MAG56	M00151	Cytochrome bc1 complex respiratory unit	1	0	0.0	0		
143	MAG56	M00152	Cytochrome bc1 complex	1	0	0.0	0		
144	MAG56	M00153	Cytochrome bd ubiquinol oxidase	1	0	0.0	0		
145	MAG56	M00154	Cytochrome c oxidase	1	0	0.0	0		
146	MAG56	M00155	Cytochrome c oxidase, prokaryotes	1	0	0.0	0		
147	MAG56	M00156	Cytochrome c oxidase, cbb3-type	1	0	0.0	0		
148	MAG56	M00157	F-type ATPase, prokaryotes and chloroplasts	1	1	1.0	8	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	MAG56_MAG56_144_5,MAG56_MAG56_144_7,MAG56_MAG56_48_10,MAG56_MAG56_48_11,MAG56_MAG56_48_12,MAG56_MAG56_48_13,MAG56_MAG56_48_14,MAG56_MAG56_48_7,MAG56_MAG56_48_8,MAG56_MAG56_48_9
149	MAG56	M00158	F-type ATPase, eukaryotes	1	0	0.0	0		
150	MAG56	M00159	V/A-type ATPase, prokaryotes	1	1	1.0	7	K02117,K02118,K02119,K02120,K02122,K02123,K02124	MAG56_MAG56_97_16,MAG56_MAG56_97_17,MAG56_MAG56_97_18,MAG56_MAG56_97_19,MAG56_MAG56_97_21,MAG56_MAG56_97_22,MAG56_MAG56_97_23
151	MAG56	M00160	V-type ATPase, eukaryotes	1	0	0.0	0		
152	MAG56	M00161	Photosystem II	1	0	0.0	0		
153	MAG56	M00162	Cytochrome b6f complex	1	0	0.0	0		
154	MAG56	M00163	Photosystem I	1	0	0.0	0		
155	MAG56	M00165	Reductive pentose phosphate cycle (Calvin cycle)	11	8	0.7272727272727273	6	K00134,K00615,K00927,K01624,K01808,K04041	MAG56_MAG56_133_4,MAG56_MAG56_162_15,MAG56_MAG56_61_2,MAG56_MAG56_61_3,MAG56_MAG56_75_22,MAG56_MAG56_8_34,MAG56_MAG56_8_35
156	MAG56	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	4	2	0.5	2	K00134,K00927	MAG56_MAG56_61_2,MAG56_MAG56_61_3
157	MAG56	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	7	6	0.8571428571428571	4	K00615,K01624,K01808,K04041	MAG56_MAG56_133_4,MAG56_MAG56_162_15,MAG56_MAG56_75_22,MAG56_MAG56_8_34,MAG56_MAG56_8_35
158	MAG56	M00168	CAM (Crassulacean acid metabolism), dark	2	0	0.0	0		
159	MAG56	M00169	CAM (Crassulacean acid metabolism), light	2	1	0.5	1	K01006	MAG56_MAG56_167_5
160	MAG56	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	4	1	0.25	1	K01610	MAG56_MAG56_10_2
161	MAG56	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	7	1	0.14285714285714285	1	K01006	MAG56_MAG56_167_5
162	MAG56	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	4	1	0.25	1	K01006	MAG56_MAG56_167_5
163	MAG56	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	10	3	0.3	4	K01006,K01677,K01678,K03737	MAG56_MAG56_167_5,MAG56_MAG56_92_1,MAG56_MAG56_92_2,MAG56_MAG56_96_4
164	MAG56	M00174	Methane oxidation, methanotroph, methane => formaldehyde	2	0	0.0	0		
165	MAG56	M00175	Nitrogen fixation, nitrogen => ammonia	1	0	0.0	0		
166	MAG56	M00176	Assimilatory sulfate reduction, sulfate => H2S	3	0	0.0	0		
167	MAG56	M00177	Ribosome, eukaryotes	1	0	0.0	0		
168	MAG56	M00178	Ribosome, bacteria	1	1	1.0	46	K02863,K02864,K02867,K02874,K02876,K02878,K02879,K02881,K02884,K02886,K02888,K02890,K02892,K02895,K02897,K02899,K02902,K02904,K02906,K02907,K02909,K02914,K02926,K02931,K02933,K02935,K02939,K02945,K02946,K02948,K02950,K02952,K02954,K02956,K02961,K02963,K02965,K02967,K02968,K02970,K02982,K02986,K02988,K02990,K02992,K02994	MAG56_MAG56_107_17,MAG56_MAG56_107_3,MAG56_MAG56_107_4,MAG56_MAG56_115_24,MAG56_MAG56_115_25,MAG56_MAG56_115_26,MAG56_MAG56_115_27,MAG56_MAG56_121_13,MAG56_MAG56_130_3,MAG56_MAG56_150_18,MAG56_MAG56_150_22,MAG56_MAG56_150_24,MAG56_MAG56_155_4,MAG56_MAG56_178_3,MAG56_MAG56_24_5,MAG56_MAG56_42_5,MAG56_MAG56_47_16,MAG56_MAG56_51_19,MAG56_MAG56_69_1,MAG56_MAG56_70_1,MAG56_MAG56_70_12,MAG56_MAG56_70_13,MAG56_MAG56_70_14,MAG56_MAG56_70_15,MAG56_MAG56_70_16,MAG56_MAG56_70_17,MAG56_MAG56_70_18,MAG56_MAG56_70_19,MAG56_MAG56_70_20,MAG56_MAG56_70_21,MAG56_MAG56_70_22,MAG56_MAG56_70_23,MAG56_MAG56_70_24,MAG56_MAG56_70_25,MAG56_MAG56_70_26,MAG56_MAG56_70_27,MAG56_MAG56_70_28,MAG56_MAG56_70_29,MAG56_MAG56_70_3,MAG56_MAG56_70_30,MAG56_MAG56_70_31,MAG56_MAG56_70_32,MAG56_MAG56_70_4,MAG56_MAG56_70_5,MAG56_MAG56_72_16,MAG56_MAG56_89_12,MAG56_MAG56_89_14
169	MAG56	M00179	Ribosome, archaea	1	1	1.0	29	K02863,K02864,K02867,K02874,K02876,K02881,K02886,K02890,K02892,K02895,K02904,K02906,K02907,K02931,K02933,K02946,K02948,K02950,K02952,K02954,K02956,K02961,K02965,K02967,K02982,K02986,K02988,K02992,K02994	MAG56_MAG56_107_3,MAG56_MAG56_107_4,MAG56_MAG56_115_24,MAG56_MAG56_115_25,MAG56_MAG56_115_26,MAG56_MAG56_130_3,MAG56_MAG56_155_4,MAG56_MAG56_70_12,MAG56_MAG56_70_13,MAG56_MAG56_70_14,MAG56_MAG56_70_15,MAG56_MAG56_70_16,MAG56_MAG56_70_17,MAG56_MAG56_70_18,MAG56_MAG56_70_19,MAG56_MAG56_70_20,MAG56_MAG56_70_21,MAG56_MAG56_70_22,MAG56_MAG56_70_23,MAG56_MAG56_70_25,MAG56_MAG56_70_26,MAG56_MAG56_70_27,MAG56_MAG56_70_28,MAG56_MAG56_70_29,MAG56_MAG56_70_3,MAG56_MAG56_70_31,MAG56_MAG56_70_32,MAG56_MAG56_70_4,MAG56_MAG56_70_5
170	MAG56	M00180	RNA polymerase II, eukaryotes	1	0	0.0	0		
171	MAG56	M00181	RNA polymerase III, eukaryotes	1	0	0.0	0		
172	MAG56	M00182	RNA polymerase I, eukaryotes	1	0	0.0	0		
173	MAG56	M00183	RNA polymerase, bacteria	1	1	1.0	4	K03040,K03043,K03046,K03060	MAG56_MAG56_171_5,MAG56_MAG56_171_6,MAG56_MAG56_180_6,MAG56_MAG56_70_2
174	MAG56	M00184	RNA polymerase, archaea	1	0	0.0	0		
