	genome	module	module_name	steps	steps_present	step_coverage	ko_count	kos_present	genes_present
63	MAG28	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	2	0	0.0	0		
64	MAG28	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	2	0	0.0	0		
65	MAG28	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	2	0	0.0	0		
66	MAG28	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	2	0	0.0	0		
67	MAG28	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	2	0	0.0	0		
68	MAG28	M00072	N-glycosylation by oligosaccharyltransferase	1	0	0.0	0		
69	MAG28	M00073	N-glycan precursor trimming	3	0	0.0	0		
70	MAG28	M00074	N-glycan biosynthesis, high-mannose type	6	0	0.0	0		
71	MAG28	M00075	N-glycan biosynthesis, complex type	3	0	0.0	0		
72	MAG28	M00076	Dermatan sulfate degradation	6	0	0.0	0		
73	MAG28	M00077	Chondroitin sulfate degradation	4	0	0.0	0		
74	MAG28	M00078	Heparan sulfate degradation	9	1	0.1111111111111111	1	K10532	MAG28_MAG28_28_6
75	MAG28	M00079	Keratan sulfate degradation	5	1	0.2	1	K12373	MAG28_MAG28_38_11
76	MAG28	M00081	Pectin degradation	3	0	0.0	0		
77	MAG28	M00082	Fatty acid biosynthesis, initiation	2	1	0.5	2	K00645,K00648	MAG28_MAG28_105_7,MAG28_MAG28_68_2
78	MAG28	M00083	Fatty acid biosynthesis, elongation	1	1	1.0	3	K00059,K09458,K16363	MAG28_MAG28_188_1,MAG28_MAG28_1_17,MAG28_MAG28_51_9
79	MAG28	M00085	Fatty acid elongation in mitochondria	3	0	0.0	0		
80	MAG28	M00086	beta-Oxidation, acyl-CoA synthesis	1	1	1.0	1	K01897	MAG28_MAG28_43_9
81	MAG28	M00087	beta-Oxidation	3	0	0.0	0		
82	MAG28	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	1	0	0.0	0		
83	MAG28	M00089	Triacylglycerol biosynthesis	4	0	0.0	0		
84	MAG28	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	3	0	0.0	0		
85	MAG28	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	1	0	0.0	0		
86	MAG28	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	3	0	0.0	0		
87	MAG28	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	3	3	1.0	3	K00981,K01613,K17103	MAG28_MAG28_66_8,MAG28_MAG28_66_9,MAG28_MAG28_69_7
88	MAG28	M00094	Ceramide biosynthesis	4	0	0.0	0		
89	MAG28	M00095	C5 isoprenoid biosynthesis, mevalonate pathway	7	1	0.14285714285714285	1	K01823	MAG28_MAG28_9_3
90	MAG28	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	8	7	0.875	7	K00099,K00919,K01662,K01770,K01823,K03526,K03527	MAG28_MAG28_148_7,MAG28_MAG28_186_3,MAG28_MAG28_27_4,MAG28_MAG28_29_5,MAG28_MAG28_59_9,MAG28_MAG28_83_3,MAG28_MAG28_9_3
91	MAG28	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	6	0	0.0	0		
92	MAG28	M00098	Acylglycerol degradation	2	0	0.0	0		
93	MAG28	M00099	Sphingosine biosynthesis	5	0	0.0	0		
94	MAG28	M00100	Sphingosine degradation	2	0	0.0	0		
95	MAG28	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	10	0	0.0	0		
96	MAG28	M00102	Ergocalciferol biosynthesis	5	0	0.0	0		
97	MAG28	M00103	Cholecalciferol biosynthesis	2	0	0.0	0		
98	MAG28	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	12	0	0.0	0		
99	MAG28	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	2	0	0.0	0		
100	MAG28	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	2	0	0.0	0		
101	MAG28	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	3	0	0.0	0		
102	MAG28	M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	4	0	0.0	0		
103	MAG28	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	3	0	0.0	0		
104	MAG28	M00112	Tocopherol/tocotorienol biosynthesis	4	0	0.0	0		
105	MAG28	M00113	Jasmonic acid biosynthesis	8	0	0.0	0		
106	MAG28	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	7	2	0.2857142857142857	3	K00971,K01809,K01810	MAG28_MAG28_24_9,MAG28_MAG28_2_28,MAG28_MAG28_98_4
107	MAG28	M00115	NAD biosynthesis, aspartate => NAD	5	4	0.8	4	K00278,K00767,K00969,K03517	MAG28_MAG28_12_3,MAG28_MAG28_162_5,MAG28_MAG28_23_7,MAG28_MAG28_50_6
108	MAG28	M00116	Menaquinone biosynthesis, chorismate => menaquinol	6	3	0.5	3	K01661,K02548,K02551	MAG28_MAG28_39_5,MAG28_MAG28_39_6,MAG28_MAG28_78_10
109	MAG28	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	9	0	0.0	0		
110	MAG28	M00118	Glutathione biosynthesis, glutamate => glutathione	2	0	0.0	0		
111	MAG28	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	1	1.0	1	K01918	MAG28_MAG28_178_1
112	MAG28	M00120	Coenzyme A biosynthesis, pantothenate => CoA	3	3	1.0	4	K00859,K00954,K03525,K13038	MAG28_MAG28_102_1,MAG28_MAG28_113_1,MAG28_MAG28_120_3,MAG28_MAG28_19_15
113	MAG28	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	10	2	0.2	2	K01719,K01885	MAG28_MAG28_60_12,MAG28_MAG28_76_2
114	MAG28	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	1	0	0.0	0		
115	MAG28	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	3	3	1.0	4	K00652,K00833,K01012,K01935	MAG28_MAG28_131_2,MAG28_MAG28_166_4,MAG28_MAG28_1_4,MAG28_MAG28_2_21
116	MAG28	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	6	3	0.5	3	K00831,K03473,K03474	MAG28_MAG28_160_3,MAG28_MAG28_47_1,MAG28_MAG28_9_4
117	MAG28	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	3	3	1.0	3	K00793,K00794,K11753	MAG28_MAG28_115_5,MAG28_MAG28_139_7,MAG28_MAG28_73_8
118	MAG28	M00126	Tetrahydrofolate biosynthesis, GTP => THF	5	5	1.0	7	K00287,K00796,K00950,K01077,K01495,K11754,K22391	MAG28_MAG28_109_1,MAG28_MAG28_11_7,MAG28_MAG28_130_3,MAG28_MAG28_14_24,MAG28_MAG28_160_7,MAG28_MAG28_239_2,MAG28_MAG28_41_11
119	MAG28	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	2	2	1.0	2	K00788,K00946	MAG28_MAG28_127_6,MAG28_MAG28_78_7
120	MAG28	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	6	0	0.0	0		
121	MAG28	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	7	1	0.14285714285714285	1	K00012	MAG28_MAG28_3_9
122	MAG28	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	4	0	0.0	0		
123	MAG28	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	4	1	0.25	1	K01092	MAG28_MAG28_9_32
124	MAG28	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	3	0	0.0	0		
125	MAG28	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	1	0	0.0	0		
126	MAG28	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	2	0	0.0	0		
127	MAG28	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	3	0	0.0	0		
128	MAG28	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	4	0	0.0	0		
129	MAG28	M00137	Flavanone biosynthesis, phenylalanine => naringenin	5	0	0.0	0		
130	MAG28	M00138	Flavonoid biosynthesis, naringenin => pelargonidin	3	0	0.0	0		
131	MAG28	M00140	C1-unit interconversion, prokaryotes	3	1	0.3333333333333333	1	K01491	MAG28_MAG28_178_4
132	MAG28	M00141	C1-unit interconversion, eukaryotes	2	0	0.0	0		
133	MAG28	M00142	NADH:ubiquinone oxidoreductase, mitochondria	1	0	0.0	0		
134	MAG28	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	1	0	0.0	0		
135	MAG28	M00144	NADH:quinone oxidoreductase, prokaryotes	1	1	1.0	8	K00330,K00331,K00337,K00338,K00339,K00340,K00341,K13378	MAG28_MAG28_11_14,MAG28_MAG28_11_15,MAG28_MAG28_11_16,MAG28_MAG28_11_17,MAG28_MAG28_11_26,MAG28_MAG28_11_27,MAG28_MAG28_11_28,MAG28_MAG28_11_29
136	MAG28	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	1	0	0.0	0		
137	MAG28	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	1	0	0.0	0		
138	MAG28	M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	1	0	0.0	0		
139	MAG28	M00148	Succinate dehydrogenase (ubiquinone)	1	0	0.0	0		
140	MAG28	M00149	Succinate dehydrogenase, prokaryotes	1	1	1.0	3	K00239,K00240,K00241	MAG28_MAG28_8_21,MAG28_MAG28_8_22,MAG28_MAG28_8_23
141	MAG28	M00150	Fumarate reductase, prokaryotes	1	0	0.0	0		
142	MAG28	M00151	Cytochrome bc1 complex respiratory unit	1	0	0.0	0		
143	MAG28	M00152	Cytochrome bc1 complex	1	0	0.0	0		
144	MAG28	M00153	Cytochrome bd ubiquinol oxidase	1	1	1.0	1	K00425	MAG28_MAG28_8_27
145	MAG28	M00154	Cytochrome c oxidase	1	0	0.0	0		
146	MAG28	M00155	Cytochrome c oxidase, prokaryotes	1	0	0.0	0		
147	MAG28	M00156	Cytochrome c oxidase, cbb3-type	1	0	0.0	0		
148	MAG28	M00157	F-type ATPase, prokaryotes and chloroplasts	1	1	1.0	7	K02108,K02109,K02110,K02111,K02112,K02113,K02115	MAG28_MAG28_11_18,MAG28_MAG28_11_20,MAG28_MAG28_11_21,MAG28_MAG28_11_22,MAG28_MAG28_11_23,MAG28_MAG28_11_24,MAG28_MAG28_11_25
149	MAG28	M00158	F-type ATPase, eukaryotes	1	0	0.0	0		
150	MAG28	M00159	V/A-type ATPase, prokaryotes	1	0	0.0	0		
151	MAG28	M00160	V-type ATPase, eukaryotes	1	0	0.0	0		
152	MAG28	M00161	Photosystem II	1	0	0.0	0		
153	MAG28	M00162	Cytochrome b6f complex	1	0	0.0	0		
154	MAG28	M00163	Photosystem I	1	0	0.0	0		
155	MAG28	M00165	Reductive pentose phosphate cycle (Calvin cycle)	11	8	0.7272727272727273	6	K00134,K00615,K00927,K01624,K01808,K04041	MAG28_MAG28_11_3,MAG28_MAG28_11_5,MAG28_MAG28_2_26,MAG28_MAG28_58_7,MAG28_MAG28_80_1,MAG28_MAG28_8_1
156	MAG28	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	4	2	0.5	2	K00134,K00927	MAG28_MAG28_11_5,MAG28_MAG28_2_26
157	MAG28	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	7	6	0.8571428571428571	4	K00615,K01624,K01808,K04041	MAG28_MAG28_11_3,MAG28_MAG28_58_7,MAG28_MAG28_80_1,MAG28_MAG28_8_1
158	MAG28	M00168	CAM (Crassulacean acid metabolism), dark	2	1	0.5	1	K00024	MAG28_MAG28_157_5
159	MAG28	M00169	CAM (Crassulacean acid metabolism), light	2	1	0.5	1	K01006	MAG28_MAG28_90_5
160	MAG28	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	4	1	0.25	1	K01610	MAG28_MAG28_244_1
161	MAG28	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	7	1	0.14285714285714285	1	K01006	MAG28_MAG28_90_5
162	MAG28	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	4	1	0.25	1	K01006	MAG28_MAG28_90_5
163	MAG28	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	10	6	0.6	11	K00024,K00174,K00175,K00176,K00177,K00239,K00240,K00241,K01006,K01676,K03737	MAG28_MAG28_157_5,MAG28_MAG28_159_2,MAG28_MAG28_228_2,MAG28_MAG28_228_3,MAG28_MAG28_57_10,MAG28_MAG28_57_11,MAG28_MAG28_57_13,MAG28_MAG28_82_1,MAG28_MAG28_8_21,MAG28_MAG28_8_22,MAG28_MAG28_8_23,MAG28_MAG28_90_5
164	MAG28	M00174	Methane oxidation, methanotroph, methane => formaldehyde	2	0	0.0	0		
165	MAG28	M00175	Nitrogen fixation, nitrogen => ammonia	1	0	0.0	0		
166	MAG28	M00176	Assimilatory sulfate reduction, sulfate => H2S	3	0	0.0	0		
167	MAG28	M00177	Ribosome, eukaryotes	1	0	0.0	0		
168	MAG28	M00178	Ribosome, bacteria	1	1	1.0	48	K02863,K02864,K02867,K02871,K02874,K02876,K02878,K02879,K02881,K02884,K02886,K02888,K02890,K02892,K02895,K02899,K02902,K02906,K02907,K02911,K02913,K02916,K02919,K02926,K02931,K02933,K02935,K02939,K02945,K02946,K02948,K02950,K02952,K02954,K02956,K02961,K02963,K02965,K02967,K02968,K02970,K02982,K02986,K02988,K02990,K02992,K02994,K02996	MAG28_MAG28_103_1,MAG28_MAG28_105_6,MAG28_MAG28_139_9,MAG28_MAG28_143_5,MAG28_MAG28_14_1,MAG28_MAG28_15_10,MAG28_MAG28_15_11,MAG28_MAG28_15_12,MAG28_MAG28_15_13,MAG28_MAG28_15_14,MAG28_MAG28_15_15,MAG28_MAG28_15_16,MAG28_MAG28_15_17,MAG28_MAG28_15_19,MAG28_MAG28_15_20,MAG28_MAG28_15_21,MAG28_MAG28_15_22,MAG28_MAG28_15_23,MAG28_MAG28_15_24,MAG28_MAG28_15_25,MAG28_MAG28_15_26,MAG28_MAG28_15_27,MAG28_MAG28_15_28,MAG28_MAG28_15_29,MAG28_MAG28_15_33,MAG28_MAG28_15_34,MAG28_MAG28_15_35,MAG28_MAG28_15_36,MAG28_MAG28_15_38,MAG28_MAG28_15_6,MAG28_MAG28_15_7,MAG28_MAG28_15_9,MAG28_MAG28_167_1,MAG28_MAG28_170_1,MAG28_MAG28_170_2,MAG28_MAG28_22_11,MAG28_MAG28_22_12,MAG28_MAG28_22_13,MAG28_MAG28_235_1,MAG28_MAG28_235_2,MAG28_MAG28_235_3,MAG28_MAG28_36_3,MAG28_MAG28_36_4,MAG28_MAG28_36_5,MAG28_MAG28_36_6,MAG28_MAG28_37_3,MAG28_MAG28_56_10,MAG28_MAG28_56_9,MAG28_MAG28_91_4
169	MAG28	M00179	Ribosome, archaea	1	1	1.0	30	K02863,K02864,K02867,K02871,K02874,K02876,K02881,K02886,K02890,K02892,K02895,K02906,K02907,K02931,K02933,K02946,K02948,K02950,K02952,K02954,K02956,K02961,K02965,K02967,K02982,K02986,K02988,K02992,K02994,K02996	MAG28_MAG28_15_10,MAG28_MAG28_15_12,MAG28_MAG28_15_13,MAG28_MAG28_15_14,MAG28_MAG28_15_15,MAG28_MAG28_15_16,MAG28_MAG28_15_19,MAG28_MAG28_15_20,MAG28_MAG28_15_21,MAG28_MAG28_15_22,MAG28_MAG28_15_23,MAG28_MAG28_15_24,MAG28_MAG28_15_25,MAG28_MAG28_15_26,MAG28_MAG28_15_27,MAG28_MAG28_15_28,MAG28_MAG28_15_29,MAG28_MAG28_15_34,MAG28_MAG28_15_35,MAG28_MAG28_15_36,MAG28_MAG28_15_6,MAG28_MAG28_15_7,MAG28_MAG28_15_9,MAG28_MAG28_167_1,MAG28_MAG28_235_1,MAG28_MAG28_235_2,MAG28_MAG28_235_3,MAG28_MAG28_36_3,MAG28_MAG28_36_4,MAG28_MAG28_36_5
170	MAG28	M00180	RNA polymerase II, eukaryotes	1	0	0.0	0		
171	MAG28	M00181	RNA polymerase III, eukaryotes	1	0	0.0	0		
172	MAG28	M00182	RNA polymerase I, eukaryotes	1	0	0.0	0		
173	MAG28	M00183	RNA polymerase, bacteria	1	1	1.0	3	K03040,K03043,K03046	MAG28_MAG28_15_37,MAG28_MAG28_36_7,MAG28_MAG28_36_8
174	MAG28	M00184	RNA polymerase, archaea	1	0	0.0	0		
