	genome	module	module_name	steps	steps_present	step_coverage	ko_count	kos_present	genes_present
14	MAG14	M00015	Proline biosynthesis, glutamate => proline	2	0	0.0	0		
15	MAG14	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	9	7	0.7777777777777778	7	K00133,K00215,K00674,K01586,K01714,K01778,K12524	MAG14_MAG14_11_32,MAG14_MAG14_39_11,MAG14_MAG14_39_7,MAG14_MAG14_39_8,MAG14_MAG14_39_9,MAG14_MAG14_53_2,MAG14_MAG14_53_4
16	MAG14	M00017	Methionine biosynthesis, apartate => homoserine => methionine	7	3	0.42857142857142855	2	K00133,K12524	MAG14_MAG14_53_2,MAG14_MAG14_53_4
17	MAG14	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	5	3	0.6	2	K00133,K12524	MAG14_MAG14_53_2,MAG14_MAG14_53_4
18	MAG14	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	4	1	0.25	1	K00826	MAG14_MAG14_13_6
19	MAG14	M00020	Serine biosynthesis, glycerate-3P => serine	3	1	0.3333333333333333	1	K00831	MAG14_MAG14_2_31
20	MAG14	M00021	Cysteine biosynthesis, serine => cysteine	2	1	0.5	1	K00640	MAG14_MAG14_16_28
21	MAG14	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	4	2	0.5	3	K00800,K00891,K01736	MAG14_MAG14_17_16,MAG14_MAG14_1_46,MAG14_MAG14_1_47
22	MAG14	M00023	Tryptophan biosynthesis, chorismate => tryptophan	3	1	0.3333333333333333	1	K06001	MAG14_MAG14_4_33
23	MAG14	M00024	Phenylalanine biosynthesis, chorismate => phenylalanine	2	1	0.5	2	K04516,K04518	MAG14_MAG14_4_37,MAG14_MAG14_4_40
24	MAG14	M00025	Tyrosine biosynthesis, chorismate => tyrosine	2	1	0.5	2	K04516,K04517	MAG14_MAG14_4_39,MAG14_MAG14_4_40
25	MAG14	M00026	Histidine biosynthesis, PRPP => histidine	6	1	0.16666666666666666	1	K04486	MAG14_MAG14_2_18
26	MAG14	M00027	GABA (gamma-Aminobutyrate) shunt	3	0	0.0	0		
27	MAG14	M00028	Ornithine biosynthesis, glutamate => ornithine	4	1	0.25	1	K00145	MAG14_MAG14_29_29
28	MAG14	M00029	Urea cycle	5	2	0.4	2	K01755,K01940	MAG14_MAG14_27_3,MAG14_MAG14_29_28
29	MAG14	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	8	0	0.0	0		
30	MAG14	M00031	Lysine biosynthesis, mediated by LysW, 2-aminoadipate => lysine	5	0	0.0	0		
31	MAG14	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	6	1	0.16666666666666666	1	K00382	MAG14_MAG14_26_7
32	MAG14	M00033	Ectoine biosynthesis, aspartate => ectoine	5	1	0.2	1	K00133	MAG14_MAG14_53_2
33	MAG14	M00034	Methionine salvage pathway	8	1	0.125	1	K00789	MAG14_MAG14_1_66
34	MAG14	M00035	Methionine degradation	4	3	0.75	3	K00558,K00789,K01251	MAG14_MAG14_1_66,MAG14_MAG14_56_1,MAG14_MAG14_56_10
35	MAG14	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	6	2	0.3333333333333333	2	K00382,K00826	MAG14_MAG14_13_6,MAG14_MAG14_26_7
36	MAG14	M00037	Melatonin biosynthesis, tryptophan => serotonin => melatonin	4	0	0.0	0		
37	MAG14	M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	7	0	0.0	0		
38	MAG14	M00039	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	10	1	0.1	1	K00588	MAG14_MAG14_15_37
39	MAG14	M00040	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	2	0	0.0	0		
40	MAG14	M00042	Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline	4	0	0.0	0		
41	MAG14	M00043	Thyroid hormone biosynthesis, tyrosine => triiodothyronine/thyroxine	1	0	0.0	0		
42	MAG14	M00044	Tyrosine degradation, tyrosine => homogentisate	5	0	0.0	0		
43	MAG14	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	4	4	1.0	4	K01468,K01712,K01745,K13990	MAG14_MAG14_20_28,MAG14_MAG14_23_13,MAG14_MAG14_23_14,MAG14_MAG14_23_15,MAG14_MAG14_23_16
44	MAG14	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	3	0	0.0	0		
45	MAG14	M00047	Creatine pathway	3	0	0.0	0		
46	MAG14	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	8	8	1.0	9	K00602,K00764,K01588,K01756,K01923,K01933,K01945,K01952,K08289	MAG14_MAG14_10_11,MAG14_MAG14_13_26,MAG14_MAG14_13_27,MAG14_MAG14_13_28,MAG14_MAG14_13_36,MAG14_MAG14_13_37,MAG14_MAG14_13_38,MAG14_MAG14_18_11,MAG14_MAG14_20_7,MAG14_MAG14_30_11,MAG14_MAG14_3_40
47	MAG14	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	4	4	1.0	5	K00873,K00939,K00940,K01756,K01939	MAG14_MAG14_11_10,MAG14_MAG14_12_4,MAG14_MAG14_17_29,MAG14_MAG14_26_29,MAG14_MAG14_3_40
48	MAG14	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	4	4	1.0	5	K00088,K00873,K00940,K00942,K01951	MAG14_MAG14_12_4,MAG14_MAG14_20_8,MAG14_MAG14_26_29,MAG14_MAG14_28_27,MAG14_MAG14_64_1,MAG14_MAG14_79_6
49	MAG14	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	3	3	1.0	7	K00254,K00609,K00610,K00762,K01591,K01955,K01956	MAG14_MAG14_12_29,MAG14_MAG14_20_5,MAG14_MAG14_20_6,MAG14_MAG14_2_29,MAG14_MAG14_2_30,MAG14_MAG14_3_56,MAG14_MAG14_54_2,MAG14_MAG14_87_4
50	MAG14	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	3	3	1.0	3	K00940,K00945,K01937	MAG14_MAG14_15_30,MAG14_MAG14_26_29,MAG14_MAG14_31_4
51	MAG14	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	8	6	0.75	5	K00560,K00940,K00943,K01520,K21636	MAG14_MAG14_11_17,MAG14_MAG14_14_13,MAG14_MAG14_26_29,MAG14_MAG14_3_38,MAG14_MAG14_5_15
52	MAG14	M00055	N-glycan precursor biosynthesis	13	0	0.0	0		
53	MAG14	M00056	O-glycan biosynthesis, mucin type core	4	0	0.0	0		
54	MAG14	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	4	0	0.0	0		
55	MAG14	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	2	0	0.0	0		
56	MAG14	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	5	0	0.0	0		
57	MAG14	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	9	5	0.5555555555555556	5	K00677,K00748,K00912,K02536,K03269	MAG14_MAG14_36_30,MAG14_MAG14_3_30,MAG14_MAG14_3_32,MAG14_MAG14_47_8,MAG14_MAG14_4_41,MAG14_MAG14_6_47
58	MAG14	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	5	0	0.0	0		
59	MAG14	M00063	CMP-KDO biosynthesis	4	1	0.25	1	K03270	MAG14_MAG14_99_3
60	MAG14	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	5	0	0.0	0		
61	MAG14	M00065	GPI-anchor biosynthesis, core oligosaccharide	8	0	0.0	0		
62	MAG14	M00066	Lactosylceramide biosynthesis	2	0	0.0	0		
63	MAG14	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	2	0	0.0	0		
64	MAG14	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	2	0	0.0	0		
65	MAG14	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	2	0	0.0	0		
66	MAG14	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	2	0	0.0	0		
67	MAG14	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	2	0	0.0	0		
68	MAG14	M00072	N-glycosylation by oligosaccharyltransferase	1	0	0.0	0		
69	MAG14	M00073	N-glycan precursor trimming	3	0	0.0	0		
70	MAG14	M00074	N-glycan biosynthesis, high-mannose type	6	0	0.0	0		
71	MAG14	M00075	N-glycan biosynthesis, complex type	3	0	0.0	0		
72	MAG14	M00076	Dermatan sulfate degradation	6	1	0.16666666666666666	1	K01195	MAG14_MAG14_1_36
73	MAG14	M00077	Chondroitin sulfate degradation	4	1	0.25	1	K01195	MAG14_MAG14_1_36
74	MAG14	M00078	Heparan sulfate degradation	9	3	0.3333333333333333	3	K01195,K01205,K01565	MAG14_MAG14_1_36,MAG14_MAG14_35_15,MAG14_MAG14_67_5
75	MAG14	M00079	Keratan sulfate degradation	5	1	0.2	1	K12373	MAG14_MAG14_24_21,MAG14_MAG14_2_48,MAG14_MAG14_4_57,MAG14_MAG14_4_58,MAG14_MAG14_9_17
76	MAG14	M00081	Pectin degradation	3	0	0.0	0		
77	MAG14	M00082	Fatty acid biosynthesis, initiation	2	1	0.5	2	K00645,K00648	MAG14_MAG14_100_1,MAG14_MAG14_19_33
78	MAG14	M00083	Fatty acid biosynthesis, elongation	1	1	1.0	4	K00059,K02371,K02372,K09458	MAG14_MAG14_19_34,MAG14_MAG14_19_35,MAG14_MAG14_19_36,MAG14_MAG14_20_11,MAG14_MAG14_56_2,MAG14_MAG14_89_1
79	MAG14	M00085	Fatty acid elongation in mitochondria	3	0	0.0	0		
80	MAG14	M00086	beta-Oxidation, acyl-CoA synthesis	1	0	0.0	0		
81	MAG14	M00087	beta-Oxidation	3	0	0.0	0		
82	MAG14	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	1	0	0.0	0		
83	MAG14	M00089	Triacylglycerol biosynthesis	4	0	0.0	0		
84	MAG14	M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC	3	0	0.0	0		
85	MAG14	M00091	Phosphatidylcholine (PC) biosynthesis, PE => PC	1	0	0.0	0		
86	MAG14	M00092	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	3	0	0.0	0		
87	MAG14	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	3	3	1.0	3	K00981,K01613,K17103	MAG14_MAG14_21_18,MAG14_MAG14_21_19,MAG14_MAG14_47_2
88	MAG14	M00094	Ceramide biosynthesis	4	0	0.0	0		
89	MAG14	M00095	C5 isoprenoid biosynthesis, mevalonate pathway	7	1	0.14285714285714285	1	K01823	MAG14_MAG14_32_2
90	MAG14	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	8	7	0.875	7	K00099,K00919,K01662,K01770,K01823,K03526,K03527	MAG14_MAG14_15_31,MAG14_MAG14_18_1,MAG14_MAG14_21_16,MAG14_MAG14_24_5,MAG14_MAG14_32_2,MAG14_MAG14_6_79,MAG14_MAG14_84_7
91	MAG14	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	6	0	0.0	0		
92	MAG14	M00098	Acylglycerol degradation	2	0	0.0	0		
93	MAG14	M00099	Sphingosine biosynthesis	5	0	0.0	0		
94	MAG14	M00100	Sphingosine degradation	2	0	0.0	0		
95	MAG14	M00101	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	10	0	0.0	0		
96	MAG14	M00102	Ergocalciferol biosynthesis	5	0	0.0	0		
97	MAG14	M00103	Cholecalciferol biosynthesis	2	0	0.0	0		
98	MAG14	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	12	0	0.0	0		
99	MAG14	M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	2	0	0.0	0		
100	MAG14	M00107	Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	2	0	0.0	0		
101	MAG14	M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	3	0	0.0	0		
102	MAG14	M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	4	0	0.0	0		
103	MAG14	M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	3	0	0.0	0		
104	MAG14	M00112	Tocopherol/tocotorienol biosynthesis	4	0	0.0	0		
105	MAG14	M00113	Jasmonic acid biosynthesis	8	0	0.0	0		
106	MAG14	M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	7	2	0.2857142857142857	3	K00971,K01809,K01810	MAG14_MAG14_10_17,MAG14_MAG14_11_44,MAG14_MAG14_16_23,MAG14_MAG14_36_32,MAG14_MAG14_6_21,MAG14_MAG14_8_38,MAG14_MAG14_91_2
107	MAG14	M00115	NAD biosynthesis, aspartate => NAD	5	2	0.4	2	K00969,K01950	MAG14_MAG14_28_26,MAG14_MAG14_9_45
108	MAG14	M00116	Menaquinone biosynthesis, chorismate => menaquinol	6	2	0.3333333333333333	2	K02548,K03183	MAG14_MAG14_14_22,MAG14_MAG14_14_23
109	MAG14	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	9	1	0.1111111111111111	1	K03183	MAG14_MAG14_14_23
110	MAG14	M00118	Glutathione biosynthesis, glutamate => glutathione	2	0	0.0	0		
111	MAG14	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	1	0	0.0	0		
112	MAG14	M00120	Coenzyme A biosynthesis, pantothenate => CoA	3	2	0.6666666666666666	3	K00859,K00954,K03525	MAG14_MAG14_41_23,MAG14_MAG14_44_22,MAG14_MAG14_9_50
113	MAG14	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	10	1	0.1	1	K01885	MAG14_MAG14_3_85
114	MAG14	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	1	0	0.0	0		
115	MAG14	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	3	0	0.0	0		
116	MAG14	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	6	3	0.5	3	K00831,K03473,K03474	MAG14_MAG14_29_9,MAG14_MAG14_2_31,MAG14_MAG14_9_29
117	MAG14	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	3	1	0.3333333333333333	1	K11753	MAG14_MAG14_15_14
118	MAG14	M00126	Tetrahydrofolate biosynthesis, GTP => THF	5	5	1.0	8	K00287,K00796,K00950,K01077,K01495,K01633,K11754,K22391	MAG14_MAG14_10_32,MAG14_MAG14_13_14,MAG14_MAG14_30_17,MAG14_MAG14_3_36,MAG14_MAG14_3_66,MAG14_MAG14_41_8,MAG14_MAG14_5_16,MAG14_MAG14_8_31
119	MAG14	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	2	0	0.0	0		
120	MAG14	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate => ubiquinone	6	0	0.0	0		
121	MAG14	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	7	2	0.2857142857142857	2	K00012,K01195	MAG14_MAG14_16_42,MAG14_MAG14_1_36,MAG14_MAG14_8_39
122	MAG14	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	4	0	0.0	0		
123	MAG14	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	4	0	0.0	0		
124	MAG14	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	3	0	0.0	0		
125	MAG14	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	1	0	0.0	0		
126	MAG14	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	2	0	0.0	0		
127	MAG14	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	3	0	0.0	0		
128	MAG14	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	4	0	0.0	0		
129	MAG14	M00137	Flavanone biosynthesis, phenylalanine => naringenin	5	0	0.0	0		
130	MAG14	M00138	Flavonoid biosynthesis, naringenin => pelargonidin	3	0	0.0	0		
131	MAG14	M00140	C1-unit interconversion, prokaryotes	3	2	0.6666666666666666	2	K00600,K01491	MAG14_MAG14_18_10,MAG14_MAG14_94_1
132	MAG14	M00141	C1-unit interconversion, eukaryotes	2	1	0.5	1	K00600	MAG14_MAG14_94_1
133	MAG14	M00142	NADH:ubiquinone oxidoreductase, mitochondria	1	0	0.0	0		
134	MAG14	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	1	0	0.0	0		
135	MAG14	M00144	NADH:quinone oxidoreductase, prokaryotes	1	0	0.0	0		
136	MAG14	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	1	0	0.0	0		
137	MAG14	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	1	0	0.0	0		
138	MAG14	M00147	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	1	0	0.0	0		
139	MAG14	M00148	Succinate dehydrogenase (ubiquinone)	1	0	0.0	0		
140	MAG14	M00149	Succinate dehydrogenase, prokaryotes	1	1	1.0	3	K00239,K00240,K00241	MAG14_MAG14_41_18,MAG14_MAG14_41_19,MAG14_MAG14_4_34
141	MAG14	M00150	Fumarate reductase, prokaryotes	1	0	0.0	0		
142	MAG14	M00151	Cytochrome bc1 complex respiratory unit	1	0	0.0	0		
143	MAG14	M00152	Cytochrome bc1 complex	1	0	0.0	0		
144	MAG14	M00153	Cytochrome bd ubiquinol oxidase	1	1	1.0	2	K00425,K00426	MAG14_MAG14_17_19,MAG14_MAG14_17_20
145	MAG14	M00154	Cytochrome c oxidase	1	0	0.0	0		
146	MAG14	M00155	Cytochrome c oxidase, prokaryotes	1	0	0.0	0		
147	MAG14	M00156	Cytochrome c oxidase, cbb3-type	1	0	0.0	0		
148	MAG14	M00157	F-type ATPase, prokaryotes and chloroplasts	1	1	1.0	6	K02108,K02109,K02111,K02112,K02113,K02115	MAG14_MAG14_2_34,MAG14_MAG14_2_35,MAG14_MAG14_2_36,MAG14_MAG14_2_37,MAG14_MAG14_2_39,MAG14_MAG14_2_41
149	MAG14	M00158	F-type ATPase, eukaryotes	1	0	0.0	0		
150	MAG14	M00159	V/A-type ATPase, prokaryotes	1	1	1.0	3	K02121,K02123,K02124	MAG14_MAG14_26_22,MAG14_MAG14_26_27,MAG14_MAG14_26_28
151	MAG14	M00160	V-type ATPase, eukaryotes	1	0	0.0	0		
152	MAG14	M00161	Photosystem II	1	0	0.0	0		
153	MAG14	M00162	Cytochrome b6f complex	1	0	0.0	0		
154	MAG14	M00163	Photosystem I	1	0	0.0	0		
155	MAG14	M00165	Reductive pentose phosphate cycle (Calvin cycle)	11	7	0.6363636363636364	5	K00134,K00615,K00927,K01624,K01808	MAG14_MAG14_14_31,MAG14_MAG14_28_28,MAG14_MAG14_34_18,MAG14_MAG14_47_6,MAG14_MAG14_73_11
156	MAG14	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	4	2	0.5	2	K00134,K00927	MAG14_MAG14_14_31,MAG14_MAG14_47_6
157	MAG14	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	7	5	0.7142857142857143	3	K00615,K01624,K01808	MAG14_MAG14_28_28,MAG14_MAG14_34_18,MAG14_MAG14_73_11
158	MAG14	M00168	CAM (Crassulacean acid metabolism), dark	2	0	0.0	0		
159	MAG14	M00169	CAM (Crassulacean acid metabolism), light	2	1	0.5	1	K01006	MAG14_MAG14_8_33
160	MAG14	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	4	1	0.25	1	K01610	MAG14_MAG14_8_36
161	MAG14	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	7	1	0.14285714285714285	1	K01006	MAG14_MAG14_8_33
162	MAG14	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	4	1	0.25	1	K01006	MAG14_MAG14_8_33
163	MAG14	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	10	5	0.5	10	K00174,K00175,K00176,K00177,K00239,K00240,K00241,K01006,K01676,K03737	MAG14_MAG14_29_3,MAG14_MAG14_29_4,MAG14_MAG14_32_13,MAG14_MAG14_34_1,MAG14_MAG14_41_18,MAG14_MAG14_41_19,MAG14_MAG14_4_34,MAG14_MAG14_7_41,MAG14_MAG14_7_42,MAG14_MAG14_7_43,MAG14_MAG14_7_44,MAG14_MAG14_8_33
164	MAG14	M00174	Methane oxidation, methanotroph, methane => formaldehyde	2	0	0.0	0		
165	MAG14	M00175	Nitrogen fixation, nitrogen => ammonia	1	0	0.0	0		
166	MAG14	M00176	Assimilatory sulfate reduction, sulfate => H2S	3	0	0.0	0		
167	MAG14	M00177	Ribosome, eukaryotes	1	0	0.0	0		
168	MAG14	M00178	Ribosome, bacteria	1	1	1.0	53	K02863,K02864,K02867,K02871,K02874,K02876,K02878,K02879,K02881,K02884,K02886,K02887,K02888,K02890,K02892,K02895,K02897,K02899,K02902,K02906,K02907,K02909,K02911,K02913,K02914,K02916,K02919,K02926,K02931,K02933,K02935,K02939,K02945,K02946,K02948,K02950,K02952,K02954,K02956,K02959,K02961,K02963,K02965,K02967,K02968,K02970,K02982,K02986,K02988,K02990,K02992,K02994,K02996	MAG14_MAG14_17_33,MAG14_MAG14_17_34,MAG14_MAG14_17_35,MAG14_MAG14_17_36,MAG14_MAG14_18_27,MAG14_MAG14_19_12,MAG14_MAG14_19_21,MAG14_MAG14_24_13,MAG14_MAG14_24_2,MAG14_MAG14_36_10,MAG14_MAG14_36_5,MAG14_MAG14_36_7,MAG14_MAG14_36_9,MAG14_MAG14_39_15,MAG14_MAG14_44_2,MAG14_MAG14_44_3,MAG14_MAG14_44_4,MAG14_MAG14_45_18,MAG14_MAG14_45_19,MAG14_MAG14_45_20,MAG14_MAG14_4_46,MAG14_MAG14_4_47,MAG14_MAG14_4_48,MAG14_MAG14_50_14,MAG14_MAG14_50_15,MAG14_MAG14_50_17,MAG14_MAG14_66_10,MAG14_MAG14_66_9,MAG14_MAG14_6_31,MAG14_MAG14_6_32,MAG14_MAG14_6_33,MAG14_MAG14_6_34,MAG14_MAG14_6_35,MAG14_MAG14_6_36,MAG14_MAG14_6_37,MAG14_MAG14_6_50,MAG14_MAG14_6_52,MAG14_MAG14_6_53,MAG14_MAG14_6_54,MAG14_MAG14_6_55,MAG14_MAG14_6_56,MAG14_MAG14_6_57,MAG14_MAG14_6_58,MAG14_MAG14_6_59,MAG14_MAG14_6_60,MAG14_MAG14_6_61,MAG14_MAG14_6_62,MAG14_MAG14_6_66,MAG14_MAG14_6_67,MAG14_MAG14_6_68,MAG14_MAG14_6_69,MAG14_MAG14_6_71,MAG14_MAG14_73_2
169	MAG14	M00179	Ribosome, archaea	1	1	1.0	30	K02863,K02864,K02867,K02871,K02874,K02876,K02881,K02886,K02890,K02892,K02895,K02906,K02907,K02931,K02933,K02946,K02948,K02950,K02952,K02954,K02956,K02961,K02965,K02967,K02982,K02986,K02988,K02992,K02994,K02996	MAG14_MAG14_17_34,MAG14_MAG14_17_35,MAG14_MAG14_17_36,MAG14_MAG14_4_46,MAG14_MAG14_4_47,MAG14_MAG14_4_48,MAG14_MAG14_50_14,MAG14_MAG14_50_15,MAG14_MAG14_50_17,MAG14_MAG14_6_31,MAG14_MAG14_6_33,MAG14_MAG14_6_34,MAG14_MAG14_6_35,MAG14_MAG14_6_36,MAG14_MAG14_6_37,MAG14_MAG14_6_52,MAG14_MAG14_6_53,MAG14_MAG14_6_54,MAG14_MAG14_6_55,MAG14_MAG14_6_56,MAG14_MAG14_6_57,MAG14_MAG14_6_58,MAG14_MAG14_6_59,MAG14_MAG14_6_60,MAG14_MAG14_6_61,MAG14_MAG14_6_62,MAG14_MAG14_6_67,MAG14_MAG14_6_68,MAG14_MAG14_6_69,MAG14_MAG14_73_2
170	MAG14	M00180	RNA polymerase II, eukaryotes	1	0	0.0	0		
